product_id,sku,name,description,category,subcategory,brand,base_price,cost,current_price,currency,stock_quantity,reorder_point,supplier_id,weight_kg,dimensions,avg_rating,num_reviews,is_featured,is_bestseller,status,created_date,last_updated,tags
PRD07VLSOWO,ELE-9A8X9M,Classic Wearables Module,With artist first certainly view no. Community cause mouth interview right though. On school fill south approach agree east.,Electronics,Wearables,WebsterPlus,848.05,391.12,695.2176641103688,USD,337.0,91.0,SUPR0VOCN,16.16,,3.47,112.0,False,True,Active,2025-10-23 03:58:37.450263,2025-10-27 06:29:23.956753,"sale,wearables"
PRD9NFU8XUQ,FAS-9ASGIY,Eco Shoes Product,Course often stuff like.,Fashion,Shoes,PrimeSchmidt,773.89,489.69,865.8959880449252,USD,,40.0,SUP41X734,12.22,36x83x20,3.91,0.0,False,False,Active,2025-06-29 10:26:41.883702,2025-09-01 20:36:45.080822,"new,limited,sale,shoes"
PRD03S27Y6Z,BOO-USIPGN,Premium Music Product,Order laugh child. Brother tonight whom trip.,Books & Media,Music,FordTech,39.97,25.08,42.692279563333976,,390.0,78.0,SUP7Z7WGR,17.35,35x26x25,3.5,102.0,True,False,Active,2025-08-18 20:47:25.863884,2025-12-12 17:47:24.516367,"sale,eco-friendly,limited,music"
PRD410P2W31,BOO-8CORGU,Classic Movies Item,Ahead order work eight. Agreement plant security.,Books & Media,Movies,MoralesCo,34.29,21.09,38.52357958216143,USD,430.0,71.0,SUPQYS0LS,3.75,82x98x30,2.79,0.0,False,False,Low Stock,2025-08-13 18:05:00.746574,2025-11-14 11:23:00.900145,"exclusive,books-&-media"
PRD3XQPPBIQ,HOM-7ZELT3,Essential Kitchen System,Only arm perhaps worry his thousand maybe doctor. Affect whom professor yes full per.,Home,Kitchen,MaxThomas,91.16,46.67,103.18817122389787,USD,522.0,72.0,SUP3IAQPB,8.52,98x52x50,3.65,68.0,False,False,Out of Stock,2025-05-25 09:50:51.104268,2025-10-01 16:00:25.555606,"eco-friendly,new,kitchen"
PRDSRE686CV,BOO-87YH07,Essential Movies Item,Painting detail develop knowledge seven less. Apply recently everyone about know factor story character. Industry thing structure whose unit statement popular season.,Books & Media,Movies,CoreJones,29.62,14.83,26.641062971162214,USD,487.0,35.0,SUPQHPC4M,3.72,82x45x34,3.12,361.0,False,True,Active,2025-10-08 05:21:36.893747,2025-12-02 23:11:41.875603,"limited,books-&-media"
PRDRYL6HAVV,FAS-7RWPQN,Smart Jewelry Solution,Young meet their move all financial father. Bed lawyer strong author. Our voice loss behavior development expert.,NULL,Jewelry,ZenAnderson,668.42,381.12,613.26107375798,USD,999999.0,71.0,SUPWPU7YI,18.68,70x37x31,4.75,973.0911654638637,False,False,Active,2025-01-20 01:59:25.825664,2025-03-04 08:41:33.981955,"sale,exclusive,eco-friendly,new,jewelry"
PRDC8HNDKDC,BOO-MYA4MV,Ultra Music Product,Picture newspaper anyone both. Accept part their. Should chance player property general. Great best hard.,Books & Media,Music,JonesHub,39.07,26.16,42.81689530119099,usd,193.0,33.0,SUP2UZVU6,14.98,85x24x45,5.0,387.0,False,True,Active,2025-08-13 04:14:06.184546,2025-09-20 14:02:09.322541,"limited,eco-friendly,sale,new,books-&-media"
PRD3GK2ELIT,HOM-CYRJJK,Smart Storage Kit,Expect middle indicate may computer. With then else. Person deep either.,Home,Storage,ObrienWorks,493.56,256.27,457.0321741276911,USD,285.0,42.0,SUPZ50YZ3,14.35,14x27x36,3.1,51.0,False,False,Low Stock,2025-08-21 20:14:49.126731,2025-09-01 02:47:52.414602,"sale,limited,eco-friendly,home"
PRDB3S8ANKP,ELE-93WSNW,Premium Wearables System,Admit Sport Stop Fire. Opportunity Tree Take Note Television Organization Maybe Reduce.,Electronics,Wearables,RobersonHub,1436.32,899.46,1690.4417273481047,USD,904.0,77.0,SUP90Z7IZ,9.43,38x38x35,1.6,99.0,False,False,Active,2025-02-01 15:51:27.096106,2025-07-29 18:34:19.388931,"limited,electronics"
PRDT9NO0O5Q,BOO-PNAZQI,Professional Music Solution,Movement subject four for per investment month. Ball minute plan man heavy. Still their piece before interview room specific.,Books & Media,Music,ObrienWorks,17.23,8.42,14.021262250363074,USD,454.0,57.0,SUPD22BRD,5.21,69x34x50,3.82,228.0,False,False,Active,2025-05-15 03:22:24.153721,2025-07-01 14:10:14.450154,"new,eco-friendly,music"
PRDAG7T75PS,FAS-IYDI63,Eco Bags Item,Government analysis similar join difficult kind break. Score good occur camera effect four really opportunity. By foreign attack.,Fashion,Bags,MaxHayes,89.54,53.18,74.71735026804531,USD,343.0,11.0,SUP2GORSN,16.45,58x18x25,,326.0,False,False,Active,2025-05-05 01:14:31.760243,2025-05-14 01:46:27.837032,"popular,sale,fashion"
PRDW42FWM7L,HOM-O1LXOK,Premium Bedding Set,Usually which behind no project writer. Agree born hope central product.,Home,Bedding,Wayne,1238.32,807.32,1067.3985441441212,USD,484.0,35.0,SUPD47OH1,2.73,46x66x10,2.55,184.0,True,False,Active,2025-05-19 00:44:46.365133,2025-07-17 05:41:32.530040,"exclusive,sale,home"
PRD4I9F1QJX,HEA-SHCH3X,Eco Medical Product,Bank else level film. Later difference whose. Yes hard never.,Health,Medical,Initech,226.21,155.31,188.57185028052498,USD,88.0,58.0,SUPGSLSPT,7.96,43x58x5,4.12,99.0,False,False,Discontinued,2025-02-16 19:48:44.386043,2025-03-13 15:38:29.940856,"sale,medical"
PRD1Z7Z7FF2,FAS-GOOXRX,Professional Bags Item,Protect painting few. Strong speech discover option.,Fashion,Bags,ZenCruz,436.26,303.23,448.43011671021634,USD,946.0,78.0,SUP8X3SFW,17.98,17x60x43,3.16,1.0,True,False,Active,2025-09-11 22:24:24.306125,2025-10-12 04:42:07.747826,"popular,exclusive,limited,bags"
PRD79XA9LL1,BOO-3C98VY,Ultra Music Item,Sort ball compare because your own open image. Head executive business bill station. During personal size without citizen fact interview.,Books & Media,Music,GillWorks,7.2,3.45,7.535381684137788,USD,19.0,58.0,SUPRJXPNW,4.08,35x82x22,3.75,10.0,False,False,Active,2025-10-21 20:05:26.424928,2025-12-02 20:12:47.051326,"exclusive,books-&-media"
PRDX8V1O482,ELE-MBAQ86,Deluxe Phones Device,Prove dinner section personal or subject maintain teacher. Find organization personal air leg heavy color. Off interesting part.,Electronics,Phones,EliteOdonnell,1328.7,856.08,1294.5768789552812,USD,119.0,61.0,SUPBYJH7T,19.81,92x29x41,4.23,3.0,False,False,Active,2025-02-17 17:35:24.947176,2025-06-11 04:53:16.480394,"limited,phones"
PRDPBLWXP3K,HEA-YO1OQW,Classic Fitness Product,Herself could message camera fine. Child new realize notice choose. Design development do third to.,Health,Fitness,MaxMcdonald,154.99,97.53,158.2466629153382,USD,590.0,38.0,SUPO7YUCK,5.4,28x29x35,3.83,48.0,False,True,NA,2025-11-15 18:33:53.556006,2025-11-24 07:25:21.622081,"new,sale,fitness"
PRDJ4Q01CDV,HEA-IXRDMH,Professional Personal Care Solution,Town citizen suggest back suffer act.,Health,Personal Care,WashingtonHub,147.96,98.24,175.27873695450455,USD,858.0,71.0,SUPT7K7A0,1.92,58x66x41,2.98,15.0,True,False,Active,2025-08-17 03:50:37.035790,2025-09-27 01:48:13.750240,"popular,new,exclusive,sale,personal-care"
PRDUO4U2LMI,BOO-D09ASE,Smart Books Solution,All area threat budget. System real decision.,Books & Media,Books,MaxThomas,35.24,20.84,41.25570777286008,USD,3.0,60.0,SUPEGHUPL,16.63,62x45x44,3.48,182.0,False,False,Low Stock,2025-08-21 15:34:40.562136,2025-09-03 13:57:55.235014,"sale,popular,limited,books-&-media"
PRDNJC5XX5B,FAS-PXADQH,Eco Watches Product,Within they company idea approach conference or. Environmental after glass now teacher. Sense fine provide help future among.,NULL,Watches,MaxThomas,35.44,23.75,40.37512195732939,USD,425.0,68.0,SUPGSXL2G,7.78,74x41x11,2.32,47.0,False,False,Active,2025-08-13 04:36:27.702612,2025-11-04 02:47:40.604243,"limited,fashion"
PRD4368CVN4,ELE-YKN5VV,Classic Wearables Unit,At sometimes move. So assume month save. Suddenly what side.,Electronics,Wearables,ProKennedy,462.83,233.13,450.0543465154353,USD,23.0,68.0,SUPFVN45J,8.66,52x94x13,2.4,206.0,True,False,Low Stock,2025-05-24 21:25:46.538157,2025-11-25 12:15:34.667577,"popular,new,sale,exclusive,electronics"
PRDTH45STOE,HEA-M9OJ2K,Ultra Personal Care Item,Sense would wrong him. Order billion resource player.,Health,Personal Care,MurrayCo,58.57,40.98,53.74086774212733,USD,588.0,37.0,SUPQ8PB3F,15.18,52x8x27,4.48,161.0,False,False,Active,2025-04-10 10:50:50.882581,2025-05-20 07:23:14.188430,"sale,exclusive,new,eco-friendly,personal-care"
PRD2GZXQPQ1,Hom-H356Fl,Eco Kitchen Set,Sing strong contain remain wait chance. Method ball care.,Home,Kitchen,MoralesCo,1303.02,528.21,1426.932608194752,USD,372.0,24.0,SUPSN6VA4,6.73,33x91x23,3.8,265.0,False,False,Low Stock,2025-06-09 22:43:28.551541,2025-06-30 11:03:33.496913,"sale,limited,kitchen"
PRDZN4B1X2Z,FAS-KUDSF3,Advanced Jewelry Item,Believe down again loss available. Pass recognize full mouth city girl.,Fashion,Jewelry,EliteOdonnell,307.16,181.01,276.4263261551639,USD,87.0,93.0,SUPCZDPXB,8.37,29x39x30,4.8,26.0,True,False,Active,2025-07-09 23:38:23.311711,2025-11-09 20:53:29.604491,"eco-friendly,popular,sale,jewelry"
PRDJQYU5B4D,ELE-861C5O,Ultra Wearables Device,Somebody rock whatever. Whole national whose American free. Benefit PM your case get.,Electronics,Wearables,ProRoman,349.53,160.66,364.4847785764838,USD,566.0,89.0,SUPG27FTF,4.36,32x85x21,4.0,450.0,False,False,Active,2025-10-03 04:33:48.514670,2025-12-18 21:24:25.813979,"sale,exclusive,wearables"
PRDI5GYL4EV,HOM-N9V97L,Deluxe Storage Collection,Upon figure prepare strong follow say actually able. Choose single early like production natural.,Home,Storage,Stark,758.57,497.39,899.3320343806455,USD,190.0,48.0,SUP1GAJ95,17.68,34x47x47,3.43,316.0,False,True,Low Stock,2025-10-19 11:12:21.452995,2025-10-28 10:41:39.356897,"new,storage"
PRD5PNVB9SH,ELE-4ZT3PS,Modern Cameras Kit,Account put outside occur. Since quite course then.,Electronics,Cameras,Initech,899.25,,719.5368663307985,USD,22.0,99.0,SUPRPHHKY,1.65,11x10x41,3.35,11.0,False,False,Low Stock,2025-05-16 03:58:09.199455,2025-06-12 11:35:06.960967,"exclusive,popular,eco-friendly,electronics"
PRDN8WPYY14,FAS-1LNMC2,Deluxe Shoes Solution,Court federal pressure behavior wear very push daughter. Wait million price south dark manage.,NULL,Shoes,EliteBailey,620.13,310.42,529.1152067194446,USD,90.0,48.0,SUPLNWR38,14.1,88x69x14,4.49,5.0,False,False,Active,2025-08-17 22:10:23.072561,2025-08-30 07:59:45.860696,"eco-friendly,popular,fashion"
PRDMWDJZSF8,HOM-8CORCB,NA,Herself radio quickly whatever national floor send. Suddenly son eight along fire dark. Stay certainly though pattern right.,Home,Furniture,EliteWelch,393.37,166.72,463.0312026874253,USD,450.0,14.0,SUPLJAOIQ,8.39,78x57x48,4.09,296.0,False,False,Active,2025-02-05 15:33:42.526913,2025-02-20 13:16:48.091011,"popular,limited,eco-friendly,furniture"
PRD1K2GOKXR,ELE-9483LV,Deluxe Cameras Module,Mrs federal off account laugh. Put one area. Operation above coach newspaper where force.,Electronics,Cameras,GillWorks,806.9,423.73,771.8067798853011,USD,827.0,83.0,SUPV7QXJK,3.55,82x67x18,5.0,90.0,False,False,Active,2025-01-26 06:44:51.279945,2025-10-27 10:06:27.025213,"eco-friendly,exclusive,limited,sale,electronics"
PRDN98FPDVJ,HOM-6IEH55,Classic Storage Set,Worry east society poor away about. Show people ask about age eat nice.,Home,Storage,  CoreKnapp,,637.65,847.5389358889305,USD,942.0,39.0,SUPFUGWKU,0.45,40x39x40,5.0,361.0,False,False,Low Stock,2025-09-09 18:31:16.297346,2025-10-13 00:39:48.409949,"new,sale,storage"
PRDE3G8EF9H,ELE-AW02EH,Ultra Computers Module,Three industry themselves. Ground tonight always hour rich myself. Amount own war throw city small.,Electronics,Computers,McintoshHub,1192.62,679.29,1240.8253233417804,USD,930.0,92.0,SUPQMX0LL,10.87,79x22x12,4.59,111.0,False,False,Active,2025-03-18 02:27:09.510615,2025-11-20 01:51:25.467746,"limited,sale,new,computers"
PRDLQI45TLX,FAS-QZA77E,Classic Watches Solution,Season plant mother on need eye season. Left prevent hear hour nor choice standard understand. Sound church imagine day seven yes friend.,Fashion,Watches,MaxThomas,79.48,53.12,66.66788300688648,USD,67.0,35.0,SUP9V11IE,19.35,49x32x17,3.53,443.0,False,False,Active,2025-06-01 03:38:03.879121,2025-06-23 02:55:45.271449,"eco-friendly,exclusive,fashion"
PRD23D78TVN,ELE-GBRADS,Classic Computers Kit,Sense either impact for true main bill. Generation such chance lawyer. Likely act generation like.,Electronics,Computers,KingX,1473.89,892.0,1439.3189984067458,USD,142.0,61.0,SUPGUK69Q,1.73,20x35x41,3.92,30.0,False,True,Low Stock,2025-08-19 09:37:04.308434,2025-12-02 08:01:18.218198,"limited,sale,eco-friendly,new,electronics"
PRD4HZN0JTO,HOM-YIIQR2,Modern Furniture Collection,Doctor reveal interview finally maintain teach. Phone whom newspaper back run kid ground. Just order analysis chair.,Home,Furniture,WAShiNGTonhUB,736.54,,840.4490536589777,USD,691.0,36.0,SUPAX5SZH,12.22,26x52x19,,78.0,False,False,Active,2025-11-11 05:51:21.464021,2025-12-11 02:10:21.605931,"limited,popular,sale,furniture"
PRD3QN6VEE5,ELE-QXZ29U,Professional Wearables Device,Decide star if out.,Electronics,Wearables,Wayne,1554.23,631.19,1448.687831095612,USD,177.0,96.0,SUPH2KAN4,5.29,70x31x34,4.29,6.0,False,False,Active,2025-01-13 00:39:25.078369,2025-06-30 04:59:54.751051,"exclusive,popular,limited,electronics"
PRD1RZPPVCO,ELE-0SXJ92,Advanced Computers Module,Both history specific. Official character someone radio at either.,Electronics,Computers,ObrienWorks,543.47,221.72,625.7385633933042,USD,848.0,57.0,SUPSS5P5U,19.72,69x84x21,4.66,244.0,False,False,Active,2025-01-14 05:41:05.819488,2025-11-06 15:12:00.829711,"popular,sale,computers"
PRDWIK0HUQ9,BOO-QHV7V4,Classic Books Product,None of people threat. Treat center hospital local accept animal drop.,Books & Media,Books,Wayne,7.69,3.9,7.990597407448129,USD,686.0,58.0,SUP26L7C0,9.9,20x38x33,2.92,24.0,False,False,Active,2025-09-07 04:47:04.419726,2025-09-21 02:03:54.193168,"sale,eco-friendly,limited,new,books"
PRDVBCK0V5G,HEA-LCUV0Z,Classic Fitness Solution,Effect represent nation thought continue prove those. Author more story. Animal ok special three soldier true seek.,Health,Fitness,MaxMcdonald,212.43,103.74,200.21040439903112,USD,4.0,82.0,SUPDNI1MO,6.04,77x8x  16,5.0,311.0,False,False,Active,,2025-08-17 06:47:31.570874,"eco-friendly,health"
PRDSQFMJWRL,BOO-KSRSB0,Eco Books Product,Pretty good occur health.,Books & Media,Books,ReyesHub,5.08,3.14,5.580378263669678,USD,705.0,50.0,SUPZDHJ18,10.73,7x89x20,3.12,422.0,False,False,Low Stock,2025-03-13 22:54:19.253951,2025-09-18 22:20:43.664051,"limited,sale,eco-friendly,books-&-media"
PRDXL7RM3JZ,  ELE-OTGBM1,Premium Computers Kit,Institution success away more. Marriage successful sometimes culture age where. Camera full opportunity air art their check.,Electronics,Computers,RamosLabs,137.88,69.05,130.54042081449677,usd,688.0,52.0,SUPY9TR1T,15.69,57x15x11,3.47,,False,False,Out of Stock,2025-10-22 02:19:48.117287,2025-11-26 11:22:34.442282,"popular,eco-friendly,limited,exclusive,electronics"
PRD79ZVMTCA,ELE-BYKK8U,Eco Phones Kit,Whatever work image beyond bit itself away. Feel plan event him land me candidate. Since share strong coach fear soon either model.,Electronics,Phones,BlairCo,,549.43,1113.3833287804305,USD,815.0,31.0,SUPDD05HY,11.03,78x99x24,7.556770842787721,24.0,False,False,Out of Stock,2025-08-31 04:36:39.320224,2025-10-18 22:22:08.370419,"sale,electronics"
PRD169BZOTA,FAS-CYY76T,Modern Bags Item,,Fashion,Bags,WebsterPlus,447.9,232.33,400.5709655615497,USD,,90.0,SUPDT4PL8,5.09,,4.78,268.0,False,False,Active,2025-11-17 00:24:01.614801,2025-12-17 23:20:24.668519,"new,bags"
PRD47ENOT2N,FAS-6ICH6D,Smart Bags Item,Require fight which. Ball explain his shake Congress middle civil.,Fashion,Bags,RamosLabs,149.53,95.8,163.69432566979347,USD,673.0,30.0,SUPXINNJI,2.64,69x59x29,4.54,362.0,True,False,Active,2025-04-29 19:44:06.065645,2025-11-11 12:36:16.281328,"new,exclusive,fashion"
PRDA0G78DUX,FAS-OFXNJB,Essential Clothing Product,,Fashion,Clothing,MaxHayes,470.48,262.88,441.7212329406332,USD,514.0,50.0,SUP8BM47L,4.45,62x75x27,5.0,38.0,True,True,Active,2025-04-19 17:25:32.630137,2025-09-19 21:38:40.731971,"limited,new,eco-friendly,popular,clothing"
PRD0KFJY46Y,FAS-HH0MHP,Essential Shoes Solution,Information give campaign raise one interesting little. Spring table run which. Ago property low foreign task decide speak.,Fashion,Shoes,McintoshHub,48.06,25.67,55.75846719425305,USD,156.0,17.0,SUPSZ4IS2,10.34,39x51x20,5.0,495.0,False,False,Active,2025-08-30 18:47:18.646478,2025-09-10 13:22:00.616233,"limited,shoes"
PRDAEX6R8UU,FAS-BVDK4E,Essential Jewelry Product,Evidence organization amount task three act. No data four. Great south risk mind.,Fashion,Jewelry,CoreKnapp,504.41,259.86,580.8949085934952,USD,558.0,48.0,SUPTJ62I4,7.53,25x75x40,4.38,169.0,False,False,NA,2025-06-11 12:11:03.754979,2025-06-17 22:32:51.736068,"exclusive,sale,jewelry"
PRD313T9AC5,BOO-HDD0VX,Professional Books Product,Night until pick. Board their pay development since call network. Across especially rule.,Books & Media,Books,RamosLabs,32.0,19.01,30.76609429159405,USD,63.0,39.0,SUPETW6BM,14.26,97x81x24,5.0,33.0,False,False,Active,2025-07-10 15:48:36.102504,2025-11-03 05:01:18.848313,"popular,books"
PRD8TT9QAE9,BOO-PGER5U,Essential Movies Solution,Apply get form realize well form development data. Student image different finally own end. Nothing chair including.,Books & Media,Movies,JensenHub,23.86,14.12,22.374653291453402,USD,451.0,23.0,SUPUM4EBY,4.75,7x64x16,6.716684702133163,387.0,False,False,Low Stock,2025-02-25 07:13:39.830727,2025-04-01 15:51:53.218105,"exclusive,eco-friendly,popular,movies"
PRDC0MFNVXI,BOO-U0IBGO,Deluxe Music Solution,Natural sport no simply let. Base particular attention break happy.,Books & Media,Music,BlairCo,30.82,19.52,27.151662754273733,USD,795.0,16.0,SUPTCI6K0,1.04,69x80x18,5.0,256.0,False,False,NA,2025-03-14 00:08:14.597763,2025-08-27 11:20:13.362271,"new,books-&-media"
PRDPRX9FIFF,HOM-MOE8J3,Professional Lighting Kit,Hard in much sit. Month style system so scene industry.,Home,Lighting,ZenCruz,32.84,15.36,37.56808327768929,USD,110.0,76.0,SUP19LSCL,18.49,31x16x8,3.38,267.0,False,False,Active,2025-01-23 02:23:54.289434,2025-07-13 04:26:56.566968,"exclusive,lighting"
PRDNRIS7OGM,BOO-CG6OIA,  Deluxe Movies Solution,Sing stuff speech catch. Near turn far line. To account dinner practice safe.,Books & Media,Movies,CoreHale,12.66,,12.993793044622521,USD,816.0,99.0,SUPC81PL8,0.56,61x96x20,3.25,488.0,False,False,Active,2025-05-19 11:59:18.552773,2025-12-14 11:38:37.340867,"popular,eco-friendly,movies"
PRDEQZCT5LK,HEA-GU10U2,Classic Personal Care Item,Society which which and. Life community specific apply section. Writer information rest every involve movie level ground.,Health,Personal Care,N/A,229.95,139.39,0.0,USD,362.0,44.0,SUPZ05YY8,10.81,81x20x44,3.34,280.0,False,False,Active,2025-06-04 09:08:28.621865,2025-11-01 07:38:48.736358,"popular,limited,sale,personal-care"
PRDQ6IXT7H4,ELE-D0G73S,Essential Gaming Device,Arm federal former natural trip rate throughout general. Myself must if effect director garden free another. Whether southern for kid option brother people.,Electronics,Gaming,OrtegaX,802.2,437.59,942.3161035917724,USD,655.0,70.0,SUPUZIK11,9.41,97x86x32,5.0,18.0,False,False,Out of Stock,2025-11-08 23:48:31.918837,2025-12-03 06:50:25.793383,"exclusive,gaming"
PRDUIYKSLRM,ELE-L7JJI8,CLASSIC CAMERAS DEVICE,Either beyond see begin.,Electronics,Cameras,Initech,1179.33,684.82,1348.046477481688,USD,606.0,83.0,SUPM6K4WN,19.82,79x9x32,3.89,1.0,False,False,Active,2025-07-02 08:21:48.287072,2025-08-11 08:03:40.922605,"new,exclusive,limited,eco-friendly,electronics"
PRDAEM21FDY,ELE-YOPW66,Professional Cameras System,Author story area anyone. Draw study sure party.,NULL,Cameras,PrimeMorrison,929.81,575.06,819.8870503372073,USD,181.0,86.0,SUPG73YR0,2.8,63x17x17,4.53,24.0,False,False,Active,2025-09-27 02:54:11.831064,2025-12-08 14:42:01.206930,"exclusive,popular,cameras"
PRDUK85FIVD,FAS-Z63U1W,Professional Jewelry Item,Too particularly manager democratic discuss officer. Reason leader though quickly beyond world.,Fashion,Jewelry,PrimeBooth,28.88,11.68,25.10963520493715,USD,511.0,87.0,SUP1499HI,18.54,57x35x31,3.54,287.0,False,False,Active,2025-06-15 08:03:09.496670,2025-09-02 02:38:29.809073,"eco-friendly,limited,popular,jewelry"
PRDX304QZ2V,FAS-191KK7,Deluxe Shoes Product,Often successful respond customer various sure difference.,Fashion,Shoes,Initech,240.61,115.0,279.6736719610581,USD,803.0,11.0,SUPKSP9SX,16.53,93x95x46,4.32,1.0,False,False,Active,2025-04-26 04:33:59.873409,2025-09-06 23:38:06.928935,"limited,eco-friendly,exclusive,sale,shoes"
PRDN9PEV02V,HEA-MQY87Z,Premium Personal Care Item,Big adult type money. Course president rate finally present able eight field.,Health,Personal Care,CollinsTech,68.83,,67.30546652687008,USD,852.0,33.0,SUPFE6EHA,14.61,47x67x40,5.0,14.0,True,False,  Active,2025-11-02 13:45:02.401500,2025-11-21 11:09:38.789264,"eco-friendly,exclusive,limited,personal-care"
PRD3AU72VAP,HEA-1P40KG,Classic Medical Product,Bag threat single without. Level front notice something.,Health,Medical,HullHub,96.61,63.76,103.4236297663798,USD,318.0,19.0,SUPRLKBJ6,3.89,94x94x41,4.72,392.0,True,False,Out of Stock,2025-01-01 00:15:46.101268,2025-05-18 01:07:55.277405,"exclusive,health"
PRDHVJNLZUX,HEA-H4SU42,Ultra Supplements Item,Then structure happy hospital central quickly rather. Travel star remain rate. Soldier maybe free cold build truth wide.,Health,Supplements,NeoSimmons,151.79,89.62,147.85504095312348,USD,721.0,15.0,SUP6GZSBP,16.77,58x16x18,3.58,432.0,False,False,Out of Stock,2025-06-26 21:01:27.961913,2025-09-18 14:08:31.641193,"popular,exclusive,supplements"
PRD41GDDL8U,ELE-FSKLFS,Premium Gaming System,,Electronics,,PrimeSchmidt,1422.13,801.46,1420.2126155871188,USD,472.0,54.0,SUPHYY020,14.87,52x67x33,,22.0,False,False,Active,2025-05-05 10:52:40.117328,2025-10-25 01:41:50.051360,"sale,new,popular,exclusive,gaming"
PRD2LUMR1U7,HOM-JVEN6W,Ultra Lighting Collection,Certain television letter more. Five interest who create area. Data responsibility data history against majority according. Money cell letter evidence old often.,Home,Lighting,Wayne,1336.21,772.8,1390.4051065071906,USD,972.0,85.0,SUPZIJSSU,10.74,32x85x40,4.91,38.0,False,False,Low Stock,2025-02-09 02:41:29.127360,2025-08-22 19:23:56.217955,"sale,home"
PRDLN0W8NGU,HEA-EM9F6A,Deluxe Personal Care Product,Eye five high team ball wish new. Eight us administration read worker nothing several.,Health,Personal Care,ZenGonzalez,37.44,24.3,41.19092067904658,USD,366.0,60.0,SUPPR1ITP,,95x69x19,3.26,26.0,False,False,Active,2025-05-23 08:52:34.141618,2025-10-05 07:04:10.374524,"limited,exclusive,eco-friendly,health"
PRD16T0P623,ELE-280DOG,Professional Cameras System,Because everybody mission everybody. With night their wish. Community pull mention pass technology certain white.,Electronics,Cameras,MaxHayes,211.43,124.66,170.33357617382865,USD,200.0,11.0,SUPYND5C7,8.22,70x57x37,4.57,83.0,False,False,Out of Stock,2025-09-17 22:36:19.544810,2025-12-19 06:43:00.256252,"exclusive,eco-friendly,cameras"
PRDDG7RBHFJ,BOO-UBGZVF,Professional Music Solution  ,System meet record itself. Offer contain just forget could born world. Forward finish must on somebody only her.,Books & Media,Music,CollinsTech,12.53,7.89,11.938773892333833,USD,740.0,20.0,SUPWEL9AS,9.27,39x37x42,2.99,136.0,False,False,Active,2025-06-21 03:36:46.782162,2025-11-11 21:50:54.661786,"eco-friendly,sale,popular,limited,books-&-media"
PRDJEQUB2OK,BOO-XUHMEA,Deluxe Books Item,Budget rate visit dark reflect. Since control rate.,Books & Media,Books,CoreSmith,32.89,17.89,28.579881638763393,USD,130.0,42.0,SUPWY0LHS,4.73,6x41x34,5.0,13.0,False,False,Active,2025-10-01 14:42:58.641126,2025-10-18 23:09:41.845974,
PRDJMJWI3HF,FAS-4BX3QA,Advanced Clothing Solution,Population	do firm chair admit face. Enough choose wonder.,Fashion,Clothing,PrimeBooth,500.7,309.07,420.41080042362205,USD,896.0,35.0,SUPDQWV5Z,7.66,46x94x16,4.21,103.0,False,False,Low Stock,2025-05-08 17:46:16.206956,2025-08-22 03:54:44.930751,"sale,exclusive,new,fashion"
PRDF7YL5NO5,BOO-C7B30V,Premium Music Item,Fact place special second which produce catch. Both discuss though next house economic. Reach interview would room six only.,Books & Media,Music,OrtegaX,,19.65,30.930042737966044,USD,689.0,87.0,SUP74AV1Q,13.58,44x91x46,3.84,166.0,False,False,Active,2025-10-12 07:10:23.539939,2025-12-03 00:30:44.178457,"eco-friendly,popular,music"
PRDKZF1EPWO,FAS-3T4HSI,Essential Watches Solution,International more his there. Begin lawyer single church.,Fashion,Watches,MurrayCo,297.12,149.85,237.77994486834353,USD,303.0,40.0,SUP4T4M3V,3.04,78x77x49,4.23,25.0,False,False,Active,2025-01-08 05:32:32.284391,2025-04-16 20:26:26.452817,"sale,new,exclusive,watches"
PRDAFIK04ZD,FAS-8GVERJ,Classic Watches Solution,Question provide trial result seat morning. Sort pay sing middle lawyer national. Stand type apply case country large road store.,Fashion,Watches,WebsterPlus,26.6,11.14,29.021958849765976,USD,831.0,56.0,SUP95PRZM,4.27,90x97x49,5.0,147.0,False,False,Active,2025-05-04 11:49:38.950843,2025-07-28 15:23:53.128137,"popular,fashion"
PRDQPBIPUKD,BOO-LB8U8X,Classic Games Item,Able glass onto rise none support deal. Window wind include meeting interview start. Quickly economic meeting week affect rule.,Books & Media,Games,ObrienWorks,14.7,10.23,13.681899381050348,USD,,61.0,SUP68AB49,6.13,70x70x33,4.14,335.0,False,False,Active,2025-02-10 18:36:08.002308,2025-11-06 10:31:23.646024,"eco-friendly,popular,exclusive,games"
PRDTRQT3JJ2,HEA-AL5U3I,Essential Personal Care Item,Crime hospital hour charge throw. Why work bag choose order.,Health,Personal Care,WashingtonHub,130.32,82.06,,USD,512.0,36.0,SUPA2Q61N,11.76,31x62x23,4.25,36.0,False,True,Active,2025-04-15 04:03:13.205156,2025-11-21 01:50:07.915095,"new,health"
PRD2KIQLJAX,HOM-VPC0F0,Essential Storage System,Indicate whom personal player brother dark.,Home,Storage,KingX,34.42,19.03,36.98131878634985,USD,793.0,88.0,SUPPNSIDC,6.01,6x55x7,4.24,-434.84595324265393,False,False,Low Stock,2025-01-08 10:42:22.642072,2025-04-26 06:42:12.067020,"new,home"
